I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.03904000000000005,0.10736000000000004,0.06831999999999999,-0.07320000000000003,-0.014640000000000016,0.08783999999999999,0.029279999999999973,0.13663999999999998,0.16592000000000004,0.13664000000000007,0.07808000000000005,0.03904000000000002
0.03903999999999994,0.11223999999999995,0.0732,-0.07563999999999997,-0.01708,0.09272000000000004,0.029280000000000014,0.14152000000000003,0.17079999999999998,0.14639999999999997,0.08295999999999991,0.04391999999999989
0.03904000000000001,0.11712000000000002,0.07808000000000004,-0.07808000000000007,-0.019520000000000003,0.0976,0.029280000000000042,0.14639999999999997,0.17568,0.15616,0.08784,0.048800000000000024
0.04391999999999999,0.13176,0.08784000000000002,-0.08784000000000002,-0.021959999999999997,0.10979999999999995,0.02927999999999998,0.14639999999999997,0.18055999999999997,0.17080000000000006,0.10248000000000003,0.05368000000000011
0.04880000000000003,0.14640000000000006,0.0976,-0.09760000000000003,-0.024400000000000033,0.12200000000000001,0.02927999999999997,0.14640000000000003,0.18544000000000008,0.18544000000000002,0.11712000000000002,0.058559999999999945
0.06343999999999998,0.15615999999999997,0.09272000000000002,-0.10980000000000002,-0.014639999999999981,0.12444000000000001,0.024400000000000012,0.14640000000000006,0.19032,0.18543999999999997,0.11712000000000002,0.058560000000000015
0.07808,0.16592000000000004,0.08783999999999999,-0.12200000000000001,-0.004879999999999997,0.12688000000000005,0.01951999999999997,0.1464,0.19519999999999993,0.18544000000000008,0.11711999999999999,0.05855999999999998
0.06831999999999999,0.17079999999999992,0.10248,-0.11955999999999997,-0.01708000000000001,0.13664,0.01951999999999997,0.15127999999999997,0.20008,0.20008000000000004,0.13175999999999996,0.06831999999999999
0.05855999999999997,0.1756800000000001,0.11712000000000003,-0.11711999999999999,-0.02927999999999999,0.14640000000000006,0.01951999999999999,0.15615999999999997,0.20496000000000006,0.21472,0.14639999999999997,0.07808000000000004
0.05856000000000003,0.18544000000000002,0.12688000000000002,-0.12200000000000005,-0.034160000000000024,0.15616000000000005,0.019520000000000013,0.15616,0.20983999999999997,0.21960000000000002,0.15128000000000003,0.09271999999999997
0.05855999999999998,0.19519999999999996,0.13663999999999998,-0.12687999999999997,-0.03904,0.16592,0.019520000000000013,0.15616000000000002,0.21471999999999994,0.22447999999999999,0.15615999999999997,0.10736
0.06832,0.1952,0.12688000000000002,-0.13176,-0.029280000000000007,0.16103999999999996,0.014639999999999999,0.1464,0.21472,0.22447999999999993,0.15615999999999997,0.10735999999999997
0.07808000000000001,0.19519999999999998,0.11712000000000003,-0.13663999999999998,-0.01952,0.15616000000000005,0.00975999999999999,0.13663999999999998,0.21472,0.22447999999999993,0.1561599999999999,0.10736
0.07808,0.19519999999999998,0.11712000000000002,-0.13664,-0.019520000000000006,0.15616,0.004879999999999997,0.12687999999999997,0.20007999999999998,0.21472000000000005,0.15616000000000005,0.10736
0.07807999999999998,0.19520000000000007,0.11712000000000002,-0.13663999999999996,-0.01952000000000001,0.15615999999999997,1.7053025658242406e-17,0.11712000000000003,0.18544,0.20496000000000006,0.15616,0.10735999999999996
0.07807999999999995,0.18056000000000003,0.10248000000000004,-0.12932,-0.012200000000000025,0.14152000000000003,-0.004879999999999959,0.10248000000000003,0.16591999999999998,0.18056,0.14151999999999995,0.09759999999999995
0.07808,0.16592,0.08784,-0.12199999999999996,-0.00488000000000001,0.12688,-0.009759999999999967,0.08784000000000002,0.14640000000000006,0.15615999999999997,0.12687999999999988,0.08783999999999997
0.07319999999999999,0.15128000000000008,0.07808000000000004,-0.11224000000000006,-0.0024400000000000064,0.11468000000000007,-0.009760000000000013,0.07808000000000001,0.13176,0.1415200000000001,0.11711999999999995,0.08295999999999991
0.06832,0.13664,0.06832,-0.10247999999999997,2.842170943040401e-18,0.10248,-0.009760000000000036,0.06831999999999996,0.11711999999999999,0.12688,0.10736000000000004,0.07808000000000002
0.06344000000000004,0.10735999999999996,0.04392,-0.08539999999999995,0.00976000000000003,0.07564000000000005,-0.009760000000000012,0.058560000000000015,0.10248000000000003,0.10736000000000004,0.10248000000000003,0.06831999999999999
0.058560000000000015,0.07807999999999998,0.01952000000000001,-0.06832000000000008,0.01951999999999998,0.048799999999999975,-0.009759999999999998,0.048799999999999955,0.08784000000000002,0.08783999999999989,0.09760000000000008,0.058559999999999945
0.05367999999999998,0.06344000000000001,0.009760000000000005,-0.05855999999999997,0.02195999999999998,0.03660000000000002,-0.004880000000000024,0.043919999999999994,0.0732,0.07319999999999999,0.07319999999999999,0.05368
0.048800000000000024,0.04879999999999998,5.684341886080802e-18,-0.04880000000000005,0.02439999999999999,0.02440000000000004,0.0,0.03903999999999999,0.05856000000000003,0.05856000000000006,0.04880000000000008,0.04880000000000008
0.04391999999999997,0.03904000000000002,-0.004880000000000018,-0.04147999999999999,0.024399999999999977,0.017080000000000043,2.4158453015843408e-17,0.03415999999999998,0.04391999999999997,0.04392000000000005,0.03904000000000008,0.034160000000000024
0.03904000000000001,0.029280000000000035,-0.009759999999999986,-0.03415999999999998,0.024399999999999995,0.009760000000000013,4.5474735088646414e-17,0.02927999999999998,0.02928000000000007,0.02927999999999999,0.029280000000000025,0.019520000000000027
0.039039999999999984,0.014639999999999964,-0.024399999999999977,-0.026840000000000027,0.031720000000000005,-0.004879999999999962,4.2632564145606015e-18,0.01952000000000001,0.01952000000000002,0.009759999999999878,0.01463999999999995,0.004879999999999933
0.03904000000000001,-5.684341886080802e-18,-0.03904000000000002,-0.019520000000000027,0.03904000000000001,-0.019519999999999954,3.126388037344441e-17,0.00976,0.009759999999999986,-0.009760000000000008,3.410605131648481e-17,-0.009759999999999967
0.03416,-0.004880000000000007,-0.03904,-0.014640000000000002,0.03659999999999999,-0.021959999999999993,-2.4158453015843408e-17,0.009759999999999972,0.009759999999999994,-0.009759999999999958,-0.004879999999999984,-0.014640000000000033
0.029279999999999962,-0.009759999999999982,-0.03903999999999999,-0.009759999999999998,0.034159999999999975,-0.0244,3.410605131648481e-17,0.009759999999999986,0.009760000000000026,-0.009760000000000003,-0.009759999999999986,-0.01951999999999995
0.029279999999999997,-0.014639999999999993,-0.04392000000000001,-0.007319999999999971,0.03659999999999999,-0.029279999999999962,0.0048799999999999955,0.009760000000000008,0.009759999999999998,-0.009760000000000036,-0.009759999999999974,-0.019519999999999996
0.029280000000000007,-0.019519999999999996,-0.048799999999999996,-0.004880000000000027,0.03904000000000001,-0.034159999999999996,0.009759999999999998,0.009759999999999974,0.009760000000000003,-0.009760000000000026,-0.009760000000000013,-0.019520000000000017
0.02440000000000002,-0.01952,-0.04391999999999999,-0.0024399999999999964,0.03415999999999998,-0.03172000000000003,0.014639999999999985,0.014639999999999986,0.009760000000000008,-0.009759999999999974,-0.009760000000000036,-0.019519999999999985
0.019519999999999975,-0.01952000000000004,-0.03904000000000002,3.410605131648481e-17,0.029279999999999997,-0.02928000000000002,0.019520000000000017,0.019519999999999982,0.009760000000000036,-0.00976000000000007,-0.009760000000000008,-0.01952000000000006
0.014640000000000002,-0.01951999999999998,-0.034159999999999996,0.0024400000000000263,0.024399999999999995,-0.026839999999999954,0.019520000000000003,0.01952000000000001,0.009760000000000003,-0.009760000000000003,-0.009760000000000048,-0.019520000000000058
0.009760000000000008,-0.019519999999999982,-0.029280000000000007,0.0048800000000000215,0.019520000000000006,-0.02439999999999999,0.019519999999999958,0.019519999999999982,0.00975999999999998,-0.009759999999999991,-0.009760000000000036,-0.01951999999999998
0.009759999999999998,-0.01951999999999998,-0.029279999999999997,0.004880000000000024,0.01951999999999998,-0.024399999999999977,0.019519999999999982,0.019519999999999954,0.004879999999999984,-0.009760000000000036,-0.01464000000000001,-0.024400000000000022
0.009759999999999998,-0.019520000000000017,-0.029280000000000014,0.004879999999999973,0.019519999999999982,-0.024400000000000012,0.01951999999999996,0.01951999999999996,-5.684341886080802e-18,-0.009760000000000036,-0.019520000000000072,-0.029280000000000042
0.024400000000000022,-0.019519999999999996,-0.04391999999999998,-0.002440000000000089,0.03415999999999999,-0.0317199999999999,0.019520000000000017,0.014639999999999993,-6.821210263296962e-17,-0.009759999999999923,-0.019519999999999937,-0.029280000000000066
0.03903999999999994,-0.019520000000000072,-0.058560000000000015,-0.009760000000000003,0.04880000000000001,-0.03903999999999994,0.019519999999999996,0.009759999999999994,-4.263256414560601e-17,-0.009760000000000036,-0.019520000000000072,-0.029279999999999973
0.029279999999999883,-0.024400000000000047,-0.05368000000000004,-0.002439999999999907,0.04147999999999996,-0.03904000000000003,0.019520000000000086,0.009759999999999994,-1.9895196601282805e-17,-0.009759999999999991,-0.01952000000000005,-0.02928000000000002
0.019519999999999996,-0.02928000000000002,-0.04879999999999998,0.004880000000000109,0.03415999999999999,-0.039040000000000026,0.01952000000000004,0.009760000000000045,-4.2632564145606015e-18,-0.009760000000000163,-0.019519999999999937,-0.029280000000000087
0.014639999999999976,-0.029280000000000014,-0.043919999999999994,0.007320000000000119,0.029279999999999962,-0.03660000000000002,0.01952000000000004,0.00976000000000002,2.2737367544323207e-17,-0.009759999999999998,-0.019520000000000152,-0.02928000000000002
0.009759999999999928,-0.02928000000000011,-0.039039999999999984,0.009759999999999998,0.024399999999999998,-0.03416000000000002,0.019520000000000037,0.00976000000000002,-5.684341886080802e-18,-0.00976,-0.019520000000000055,-0.029280000000000077
0.00975999999999999,-0.034160000000000024,-0.04392,0.012200000000000035,0.02683999999999999,-0.03903999999999999,0.01951999999999998,0.00976000000000002,3.979039320256561e-17,-0.01952,-0.02440000000000003,-0.029279999999999987
0.009759999999999974,-0.03904000000000005,-0.048799999999999996,0.014640000000000078,0.029280000000000004,-0.04392000000000003,0.019520000000000017,0.009760000000000034,-1.1368683772161604e-17,-0.029280000000000066,-0.029279999999999973,-0.029279999999999962
0.009760000000000017,-0.03904000000000003,-0.04879999999999998,0.014639999999999976,0.02927999999999999,-0.04392000000000001,0.019520000000000003,0.00976000000000004,3.410605131648481e-17,-0.02927999999999999,-0.029279999999999907,-0.029279999999999962
0.009759999999999998,-0.03904000000000003,-0.04879999999999998,0.01464000000000001,0.02927999999999997,-0.04392000000000003,0.01952000000000001,0.009760000000000012,0.0,-0.029280000000000025,-0.029279999999999973,-0.02927999999999994
0.0048800000000000015,-0.04392000000000004,-0.04880000000000001,0.019520000000000058,0.02684,-0.04636000000000001,0.01951999999999998,0.009760000000000003,-0.0048799999999999955,-0.02927999999999994,-0.029280000000000053,-0.029279999999999962
-2.2737367544323207e-17,-0.048799999999999955,-0.04879999999999999,0.02440000000000002,0.024399999999999995,-0.04880000000000003,0.019519999999999964,0.009759999999999958,-0.00976000000000006,-0.02928000000000005,-0.02928000000000005,-0.029280000000000077
3.126388037344441e-17,-0.048800000000000024,-0.04879999999999999,0.02440000000000004,0.0244,-0.048799999999999934,0.019520000000000017,0.004880000000000018,-0.009759999999999986,-0.029279999999999997,-0.029280000000000077,-0.03903999999999996
-2.842170943040401e-17,-0.048799999999999996,-0.0488,0.02440000000000001,0.024399999999999988,-0.04880000000000002,0.019520000000000027,2.557953848736361e-17,-0.009760000000000013,-0.02928000000000002,-0.029280000000000122,-0.048800000000000024
0.014640000000000025,-0.04879999999999999,-0.06343999999999998,0.01708000000000001,0.03903999999999999,-0.05612000000000007,0.01464000000000001,-2.842170943040401e-18,-0.014640000000000016,-0.03415999999999999,-0.039040000000000116,-0.05367999999999995
0.029279999999999997,-0.048800000000000045,-0.07808,0.009760000000000026,0.053679999999999985,-0.06344000000000002,0.009760000000000026,1.4210854715202004e-17,-0.019520000000000023,-0.039040000000000095,-0.04880000000000006,-0.058560000000000154
0.014640000000000007,-0.05368000000000009,-0.06832,0.019520000000000044,0.04147999999999998,-0.06099999999999999,0.00976000000000003,1.9895196601282805e-17,-0.019520000000000027,-0.03904000000000001,-0.0488,-0.06344000000000001
5.684341886080802e-18,-0.058560000000000015,-0.058560000000000015,0.029279999999999973,0.029280000000000004,-0.05856000000000001,0.009760000000000008,2.842170943040401e-18,-0.019519999999999964,-0.039040000000000005,-0.048800000000000045,-0.06832000000000008
-0.009760000000000048,-0.058560000000000015,-0.048800000000000024,0.03415999999999999,0.019519999999999982,-0.05368000000000002,0.014639999999999993,-8.526512829121203e-18,-0.014639999999999978,-0.03903999999999999,-0.043920000000000084,-0.06831999999999999
-0.01951999999999999,-0.05855999999999996,-0.03903999999999999,0.03903999999999999,0.009759999999999996,-0.04880000000000002,0.019520000000000027,4.1211478674085814e-17,-0.009759999999999986,-0.03903999999999998,-0.039039999999999866,-0.06832000000000003
-0.01951999999999999,-0.058560000000000015,-0.03904000000000001,0.03903999999999999,0.00975999999999998,-0.04880000000000002,0.01952000000000004,0.0048799999999999955,-0.009760000000000013,-0.034159999999999933,-0.03415999999999998,-0.05855999999999997
-0.01952,-0.05856000000000001,-0.039040000000000005,0.03903999999999994,0.009759999999999998,-0.048799999999999955,0.01952000000000002,0.009760000000000026,-0.009759999999999991,-0.02927999999999998,-0.029280000000000035,-0.04880000000000002
-0.004879999999999962,-0.058559999999999945,-0.05368000000000002,0.03171999999999999,0.0244,-0.05612000000000003,0.01951999999999999,0.009759999999999998,-0.009759999999999991,-0.029279999999999917,-0.029279999999999955,-0.048800000000000086
0.009760000000000053,-0.058560000000000015,-0.06831999999999999,0.0244,0.03904,-0.06343999999999998,0.019520000000000006,0.009759999999999998,-0.009759999999999998,-0.029279999999999962,-0.029279999999999917,-0.04879999999999995
4.5474735088646414e-17,-0.058560000000000084,-0.058560000000000015,0.02927999999999997,0.029279999999999987,-0.058559999999999925,0.009759999999999986,0.009759999999999982,-0.00975999999999998,-0.029279999999999917,-0.029280000000000077,-0.053679999999999985
-0.009759999999999974,-0.05856000000000001,-0.04880000000000002,0.034159999999999975,0.019519999999999996,-0.053679999999999985,-2.2737367544323207e-17,0.009759999999999974,-0.009759999999999991,-0.02928000000000002,-0.029280000000000066,-0.05856000000000006
-0.034160000000000024,-0.05855999999999998,-0.02440000000000001,0.04636000000000002,-0.004879999999999974,-0.04148000000000002,0.009759999999999991,0.00975999999999999,-0.004879999999999973,-0.02439999999999991,-0.02927999999999991,-0.05855999999999996
-0.058559999999999994,-0.058560000000000015,8.526512829121203e-18,0.05856000000000004,-0.029279999999999997,-0.029279999999999997,0.019519999999999985,0.009759999999999991,-5.115907697472722e-17,-0.019519999999999982,-0.029279999999999935,-0.05855999999999991
-0.029280000000000007,-0.05368000000000002,-0.02440000000000001,0.04148000000000001,-0.002439999999999975,-0.03903999999999998,0.019520000000000003,0.00975999999999994,-4.8316906031686816e-17,-0.019519999999999944,-0.029280000000000004,-0.053679999999999985
1.1368683772161604e-17,-0.04880000000000002,-0.0488,0.024399999999999977,0.02440000000000002,-0.04880000000000003,0.019520000000000017,0.009759999999999968,-4.9737991503207014e-17,-0.019520000000000027,-0.029280000000000014,-0.04879999999999996
0.0048799999999999955,-0.048799999999999955,-0.05368,0.021960000000000014,0.02928000000000002,-0.05123999999999998,0.014640000000000033,0.009759999999999994,-1.8474111129762607e-17,-0.019519999999999923,-0.029279999999999917,-0.048799999999999934
0.00976000000000008,-0.04879999999999998,-0.05855999999999997,0.019519999999999964,0.034160000000000024,-0.05368000000000003,0.009759999999999958,0.009760000000000005,-8.668621376273223e-17,-0.019520000000000044,-0.029280000000000007,-0.04879999999999991
0.009759999999999991,-0.048799999999999975,-0.05856000000000004,0.01952,0.03416,-0.05368000000000001,0.009760000000000008,0.004879999999999968,-3.6948222259525214e-17,-0.01952000000000007,-0.029280000000000077,-0.03904000000000002
0.009760000000000022,-0.04879999999999999,-0.05855999999999997,0.019519999999999996,0.03415999999999999,-0.05367999999999998,0.009760000000000005,1.4210854715202004e-17,-1.1368683772161604e-17,-0.019519999999999964,-0.029279999999999987,-0.02927999999999998
0.004880000000000015,-0.04880000000000001,-0.05368000000000003,0.021960000000000018,0.029280000000000004,-0.05124,0.009760000000000007,5.684341886080802e-18,3.6948222259525214e-17,-0.019520000000000027,-0.029279999999999928,-0.02928000000000003
5.684341886080802e-18,-0.04880000000000002,-0.048799999999999996,0.024399999999999995,0.024400000000000015,-0.04879999999999998,0.009759999999999982,-1.4210854715202004e-17,-3.6948222259525214e-17,-0.01952,-0.029280000000000004,-0.029279999999999924
-1.7053025658242406e-17,-0.04392000000000007,-0.04391999999999999,0.021959999999999997,0.02196,-0.043920000000000015,0.009759999999999982,-2.842170943040401e-18,3.126388037344441e-17,-0.01952,-0.029279999999999987,-0.03416000000000004
-1.1368683772161604e-17,-0.03903999999999999,-0.039039999999999964,0.019519999999999996,0.019519999999999975,-0.03903999999999999,0.00976000000000001,5.4001247917767614e-17,1.1368683772161604e-17,-0.019520000000000058,-0.029280000000000077,-0.03904000000000002
-5.684341886080802e-17,-0.039040000000000026,-0.03904000000000003,0.019519999999999944,0.019520000000000003,-0.03904,0.009760000000000064,-3.126388037344441e-17,4.8316906031686816e-17,-0.019519999999999964,-0.029279999999999917,-0.039040000000000095
-8.526512829121203e-18,-0.03904000000000002,-0.039039999999999984,0.019520000000000044,0.01951999999999999,-0.03904000000000003,0.009760000000000029,1.1368683772161604e-17,-1.9895196601282805e-17,-0.019519999999999996,-0.029280000000000053,-0.039040000000000095
-0.0048800000000000015,-0.048799999999999975,-0.04391999999999997,0.02684000000000001,0.019519999999999992,-0.04635999999999999,0.009760000000000019,2.557953848736361e-17,-0.004879999999999979,-0.024399999999999974,-0.029279999999999955,-0.03904000000000002
-0.009760000000000034,-0.05856000000000004,-0.04879999999999999,0.03416,0.01951999999999998,-0.053679999999999964,0.009760000000000013,3.126388037344441e-17,-0.00975999999999999,-0.029280000000000014,-0.029280000000000042,-0.03904000000000007
-0.014640000000000035,-0.05855999999999998,-0.04392000000000002,0.03660000000000002,0.014639999999999999,-0.05123999999999999,0.004880000000000042,-2.842170943040401e-18,-0.00975999999999994,-0.02927999999999998,-0.029280000000000066,-0.039040000000000075
-0.01952000000000004,-0.05856000000000005,-0.03904000000000001,0.03904000000000002,0.009760000000000003,-0.04879999999999998,-1.9895196601282805e-17,5.684341886080802e-18,-0.009760000000000065,-0.029280000000000035,-0.02927999999999998,-0.03904
-0.01952000000000004,-0.05855999999999991,-0.03904000000000001,0.03903999999999998,0.009760000000000008,-0.04879999999999992,-2.842170943040401e-18,-8.526512829121203e-18,-0.009760000000000003,-0.02927999999999997,-0.02927999999999997,-0.03904
-0.01951999999999998,-0.05856000000000003,-0.03904,0.039040000000000026,0.00976,-0.04879999999999998,-2.2737367544323207e-17,2.557953848736361e-17,-0.009760000000000036,-0.029280000000000087,-0.029279999999999935,-0.039040000000000075
-0.014640000000000002,-0.05855999999999998,-0.043920000000000015,0.0366,0.014639999999999999,-0.05123999999999999,1.4210854715202004e-17,-2.842170943040401e-18,-0.009760000000000008,-0.029279999999999973,-0.02928000000000003,-0.03903999999999998
-0.00975999999999998,-0.05856000000000001,-0.04880000000000002,0.03416000000000007,0.019520000000000006,-0.053679999999999985,0.0,-2.2737367544323207e-17,-0.009760000000000043,-0.029280000000000042,-0.029280000000000098,-0.039040000000000054
-0.009759999999999998,-0.06343999999999997,-0.05368,0.03659999999999997,0.021960000000000014,-0.05855999999999998,-1.7053025658242406e-17,-2.2737367544323207e-17,-0.009759999999999998,-0.029279999999999997,-0.029279999999999907,-0.03903999999999998
-0.009760000000000003,-0.06832000000000003,-0.05856000000000001,0.03903999999999999,0.024399999999999998,-0.06344000000000001,-2.2737367544323207e-17,-3.6948222259525214e-17,-0.009760000000000026,-0.02928000000000002,-0.029279999999999945,-0.039039999999999984
-0.009760000000000036,-0.06831999999999994,-0.058559999999999994,0.03904000000000004,0.02440000000000001,-0.06343999999999997,1.7053025658242406e-17,3.836930773104541e-17,-0.014640000000000021,-0.029280000000000035,-0.02928000000000002,-0.03903999999999996
-0.009760000000000036,-0.06832000000000003,-0.058560000000000015,0.03904000000000003,0.0244,-0.06344,-1.1368683772161604e-17,-1.9895196601282805e-17,-0.019520000000000006,-0.02928000000000002,-0.029280000000000053,-0.039040000000000054
-0.009760000000000008,-0.06344000000000005,-0.05367999999999998,0.0366,0.021960000000000007,-0.05855999999999996,-5.684341886080802e-18,-2.842170943040401e-17,-0.019520000000000013,-0.03416000000000002,-0.029280000000000007,-0.03903999999999998
-0.00976000000000003,-0.05855999999999997,-0.0488,0.034159999999999996,0.019519999999999996,-0.053679999999999985,-1.1368683772161604e-17,0.0,-0.01951999999999997,-0.039040000000000026,-0.029280000000000007,-0.03904000000000003
-0.01464000000000001,-0.058560000000000015,-0.04392000000000003,0.036600000000000014,0.014639999999999986,-0.05123999999999999,0.0,1.9895196601282805e-17,-0.019520000000000023,-0.03903999999999999,-0.029280000000000042,-0.039040000000000054
-0.019520000000000006,-0.05855999999999997,-0.03904000000000002,0.03904000000000003,0.009759999999999991,-0.04879999999999998,0.0,-1.1368683772161604e-17,-0.019520000000000023,-0.03904000000000001,-0.029279999999999997,-0.03904000000000008
-0.019520000000000006,-0.05856000000000004,-0.039040000000000005,0.03903999999999999,0.009759999999999991,-0.048799999999999996,4.5474735088646414e-17,-0.00487999999999995,-0.019519999999999982,-0.04392000000000008,-0.03416000000000004,-0.048800000000000045
-0.019520000000000027,-0.058559999999999994,-0.039039999999999964,0.03904000000000001,0.009759999999999968,-0.0488,0.0,-0.009759999999999958,-0.019519999999999982,-0.04879999999999998,-0.039039999999999964,-0.058560000000000174
-0.019519999999999982,-0.058559999999999994,-0.03903999999999998,0.039039999999999964,0.009759999999999991,-0.04879999999999998,0.0,-0.014639999999999976,-0.01951999999999997,-0.05367999999999995,-0.04880000000000009,-0.058559999999999945
-0.019519999999999937,-0.05856000000000001,-0.03904000000000001,0.03904000000000003,0.009759999999999968,-0.04879999999999996,-2.2737367544323207e-17,-0.01951999999999997,-0.019520000000000006,-0.05856000000000003,-0.05856000000000004,-0.058559999999999994
-0.00488000000000003,-0.05855999999999997,-0.05367999999999998,0.03171999999999994,0.0244,-0.05611999999999994,7.958078640513122e-17,-0.01952000000000005,-0.019519999999999937,-0.058559999999999945,-0.04879999999999998,-0.058560000000000084
0.009759999999999991,-0.05856000000000001,-0.06831999999999999,0.024400000000000012,0.03904000000000001,-0.06343999999999997,3.410605131648481e-17,-0.019519999999999937,-0.019519999999999937,-0.058559999999999945,-0.03904000000000005,-0.05856000000000001
-0.00488000000000003,-0.06343999999999998,-0.05856000000000001,0.0341599999999999,0.02683999999999999,-0.06099999999999992,0.004880000000000018,-0.014639999999999964,-0.019519999999999916,-0.05368000000000002,-0.039039999999999964,-0.05856000000000001
-0.019519999999999937,-0.0683199999999999,-0.04880000000000002,0.04392000000000003,0.014639999999999976,-0.058559999999999904,0.009760000000000013,-0.009759999999999968,-0.019519999999999982,-0.04879999999999989,-0.03904000000000001,-0.05856000000000001
-0.029279999999999987,-0.06831999999999999,-0.039039999999999964,0.048800000000000024,0.004879999999999997,-0.053679999999999985,0.014640000000000016,-0.009759999999999968,-0.014639999999999964,-0.04879999999999991,-0.03904000000000003,-0.05367999999999998
-0.039040000000000005,-0.06831999999999996,-0.029279999999999973,0.05367999999999994,-0.0048799999999999955,-0.04879999999999997,0.01952000000000002,-0.009759999999999946,-0.009759999999999991,-0.04879999999999991,-0.03904000000000001,-0.048800000000000045
-0.029280000000000014,-0.058560000000000015,-0.029279999999999997,0.043920000000000015,2.842170943040401e-18,-0.043919999999999924,0.019520000000000027,-0.009759999999999974,-0.0048799999999999955,-0.043920000000000015,-0.03904000000000003,-0.04392000000000004
-0.019519999999999992,-0.04880000000000002,-0.029279999999999987,0.034159999999999975,0.00488000000000002,-0.03904,0.01952000000000002,-0.009760000000000026,4.5474735088646414e-17,-0.03903999999999992,-0.039039999999999964,-0.039039999999999964
-0.01952000000000004,-0.03415999999999999,-0.014639999999999976,0.026839999999999992,-0.0024400000000000263,-0.024399999999999977,0.019520000000000003,-0.009759999999999991,0.009759999999999991,-0.024399999999999956,-0.024400000000000022,-0.03415999999999998
-0.019519999999999964,-0.019520000000000023,5.684341886080802e-18,0.019519999999999944,-0.009759999999999994,-0.009759999999999951,0.01952000000000001,-0.009760000000000003,0.01952000000000007,-0.009759999999999923,-0.009760000000000003,-0.02927999999999997
-0.00976,-0.019519999999999996,-0.009759999999999942,0.014639999999999986,1.8474111129762607e-17,-0.014639999999999964,0.014639999999999967,-0.009759999999999982,0.019520000000000044,-0.009759999999999911,-0.009759999999999866,-0.029279999999999955
-0.009760000000000003,-0.019520000000000006,-0.009759999999999974,0.014639999999999999,-8.526512829121203e-18,-0.014639999999999999,0.009760000000000005,-0.004879999999999979,0.019520000000000072,-0.009759999999999889,-0.009759999999999968,-0.029279999999999952
-0.009759999999999968,-0.019519999999999937,-0.009759999999999963,0.014639999999999981,-9.947598300641403e-18,-0.01463999999999997,0.00975999999999998,-0.004879999999999959,0.019520000000000023,-0.014639999999999964,-0.009759999999999878,-0.029279999999999883
-0.02439999999999996,-0.01951999999999998,0.004879999999999984,0.02195999999999997,-0.014640000000000002,-0.007319999999999977,0.004879999999999973,-0.004880000000000002,0.019520000000000027,-0.01464000000000001,-0.009759999999999991,-0.02927999999999994
-0.024399999999999977,-0.009760000000000036,0.014639999999999999,0.01707999999999998,-0.019520000000000006,0.0024400000000000376,0.014639999999999959,-0.00975999999999999,0.01951999999999996,-0.009760000000000008,-0.00487999999999995,-0.01951999999999996
-0.014639999999999976,0.004880000000000064,0.019520000000000037,0.004880000000000007,-0.017079999999999998,0.012200000000000035,-0.004880000000000018,-0.02439999999999998,0.019520000000000027,-0.00975999999999998,-0.004879999999999973,-0.009759999999999958
